status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special 
85014209445_10155257470399446,#AmulRecipes: In 2 minutes learn the simple homemade recipe of #GarlicBread using #AmulButter - https://goo.gl/SBJVIW,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155257470399446/?type=3,2017-03-20 09:04:51,804,2,9,784,15,5,0,0,0,0
85014209445_10155251467964446,#Mooch Nahin Toh Kuch Nahi..,Mooch Nahin Toh Kuch Nahi,video,https://www.facebook.com/amul.coop/videos/10155251467964446/,2017-03-18 07:51:40,10695,166,1257,9263,240,51,1127,4,10,0
85014209445_10155248860079446,#AmulRecipes: In 3 minutes learn the simple homemade recipe of #PaneerTikkaMasala using #AmulPaneer - https://goo.gl/3FHHdE,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155248860079446/?type=3,2017-03-17 10:29:43,1071,8,37,1045,19,6,0,0,1,0
85014209445_10155245550509446,#Amul Topical: Padmavati set torched!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155245550509446/?type=3,2017-03-16 08:35:51,7044,49,174,6809,72,11,106,29,17,0
85014209445_10155242711319446,"#AmulRecipes: In 3 minutes learn the simple homemade recipe of #ChilliCheeseToast using #AmulCheese
goo.gl/Df3X8H",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155242711319446/?type=3,2017-03-15 09:47:47,1259,19,26,1232,20,7,0,0,0,0
85014209445_10155239610324446,"#AmulRecipes: In 3 minutes learn the simple homemade recipe of #ShahiPaneer using #AmulPaneer
goo.gl/6ywFEU",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155239610324446/?type=3,2017-03-14 09:30:00,1212,31,18,1189,21,2,0,0,0,0
85014209445_10155239175944446,#Amul Topical: BJP landslide win!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155239175944446/?type=3,2017-03-14 05:34:38,10297,37,279,9881,154,15,246,0,1,0
85014209445_10155228751999446,"#AmulRecipes: In 3 minutes learn the simple homemade recipe of #CheeseMasalaDosa using #AmulCheese
goo.gl/Lt30WA",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155228751999446/?type=3,2017-03-11 07:51:33,455,9,11,448,5,1,1,0,0,0
85014209445_10155223022784446,#Amul Topical: DRS in the eye of the storm!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155223022784446/?type=3,2017-03-10 01:56:46,4077,14,164,3806,32,4,234,0,1,0
85014209445_10155219944334446,"#AmulRecipes: In 3 minutes learn the simple homemade recipe of #ChickenLasagna using #AmulDicedMozarellaCheese 
https://goo.gl/QYAgBS",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155219944334446/?type=3,2017-03-09 08:45:02,498,4,7,485,11,2,0,0,0,0
85014209445_10155218231334446,#Amul Topical : Decommissioning marks the end of an era!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155218231334446/?type=3,2017-03-09 00:49:18,7782,28,253,7467,121,10,8,176,0,0
85014209445_10155215666884446,"#AmulRecipes: In 2 minutes learn the simple homemade recipe of #Bruschetta using #AmulButter& #AmulCheese 
goo.gl/Bkkaff",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155215666884446/?type=3,2017-03-08 09:11:11,549,4,12,538,7,4,0,0,0,0
85014209445_10155214489589446,#Amul Topical: India pip Aus in second test!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155214489589446/?type=3,2017-03-08 02:48:12,6989,23,256,6608,107,8,266,0,0,0
85014209445_10155210602314446,#Amul Topical : Karan’s surrogate twins!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155210602314446/?type=3,2017-03-07 00:52:39,3792,23,230,3506,64,4,216,0,2,0
85014209445_10155206991949446,#Amul Topical: Heart –rending biography on celluloid!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155206991949446/?type=3,2017-03-05 23:54:53,5812,30,162,5629,119,10,54,0,0,0
85014209445_10155200741899446,#Amul: World's First Mothers for Mothers Network. #MothersDay,Amul: Mothers for Mothers Network,video,https://www.facebook.com/amul.coop/videos/10155200741899446/,2017-03-04 06:59:23,104621,1022,13290,97656,3476,327,107,50,52,2953
85014209445_10155199724564446,"#AmulPaneer: Kids need more protein to be champions, everyday.

Give them Amul Paneer that has more milk, and more Power of Protein.",Amul Paneer: The Power of Protein,video,https://www.facebook.com/amul.coop/videos/10155199724564446/,2017-03-04 00:53:40,51827,304,3160,48558,1019,165,2030,19,36,0
85014209445_10155196910269446,"#AmulRecipes: In 2 minutes learn the simple homemade recipe of #Uttapam using #AmulButter - https://goo.gl/eY32n5

Check out over 40 Amul Recipes in a language of your choice
English 
Hindi 
Marathi 
Gujarati 
Bengali 
Oriya
Assamese
Tamil 
Telugu
Kannada
Malayalam
on https://www.youtube.com/user/amultv/playlists",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155196910269446/?type=3,2017-03-03 08:55:55,991,22,17,977,14,0,0,0,0,0
85014209445_10155193274094446,"#AmulRecipes: In 2 minutes learn the simple homemade recipe of #MIshtiDoi using #AmulMastiDahi and #AmulMithaimate - https://goo.gl/QOl1Cp

Check out over 40 Amul Recipes in a language of your choice
English 
Hindi 
Marathi 
Gujarati 
Bengali 
Oriya
Assamese
Tamil 
Telugu
Kannada
Malayalam
on https://www.youtube.com/user/amultv/playlists",Photos from Amul's post,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155193271004446/?type=3,2017-03-02 08:49:58,992,9,24,954,30,6,2,0,0,0
85014209445_10155190491484446,"#AmulRecipes: In 3 minutes learn the simple homemade recipe of #ChocolateMousse using #AmulChocolate and #AmulFreshCream - https://goo.gl/mmbnvZ

Check out over 40 Amul Recipes in a language of your choice
English 
Hindi 
Marathi 
Gujarati 
Bengali 
Oriya
Assamese
Tamil 
Telugu
Kannada
Malayalam
on https://www.youtube.com/user/amultv/playlists",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155190491484446/?type=3,2017-03-01 09:27:20,487,10,15,480,6,0,1,0,0,0
85014209445_10155187394674446,"#AmulRecipes: In 3 minutes learn the simple homemade recipe of #CheeseCake using #AmulCheeseSpread and #AmulSourCream - https://goo.gl/EF95Sb

Check out over 40 Amul Recipes in a language of your choice
English 
Hindi 
Marathi 
Gujarati 
Bengali 
Oriya
Assamese
Tamil 
Telugu
Kannada
Malayalam
on https://www.youtube.com/user/amultv/playlists",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155187394674446/?type=3,2017-02-28 08:52:03,1041,14,16,1016,18,6,1,0,0,0
85014209445_10155187082059446,#Amul Topical: Goof-up at the Oscars!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155187082059446/?type=3,2017-02-28 05:47:16,10061,43,429,9012,106,12,930,1,0,0
85014209445_10155184776584446,"#AmulRecipes: In 4 minutes learn the simple homemade recipe of #FruitTriffle using #AmulWhippingCream - https://goo.gl/PBcl4C

Check out over 40 Amul Recipes in a language of your choice
English 
Hindi 
Marathi 
Gujarati 
Bengali 
Oriya
Assamese
Tamil 
Telugu
Kannada
Malayalam
on https://www.youtube.com/user/amultv/playlists",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155184776584446/?type=3,2017-02-27 09:21:38,1240,8,30,1220,14,5,0,0,1,0
85014209445_10155184545114446,#Amul Topical: Australia spinner wreaks havoc on Indian batsmen!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155184545114446/?type=3,2017-02-27 07:23:51,29659,56,392,28577,86,22,955,9,10,0
85014209445_10155175274009446,#Amul Topical: Political parties overdo battle of words in UP.,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155175274009446/?type=3,2017-02-24 09:33:30,5498,23,203,5152,34,8,301,1,2,0
85014209445_10155172197984446,"#AmulRecipes: In 3 minutes learn the simple homemade recipe of #VegPizza - https://youtu.be/JNOhsCrzRB4 

Check out over 40 Amul Recipes in a language of your choice
English 
Hindi 
Marathi 
Gujarati 
Bengali 
Oriya
Assamese
Tamil 
Telugu
Kannada
Malayalam
on https://www.youtube.com/user/amultv/playlists",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155172197984446/?type=3,2017-02-23 08:28:55,633,7,11,622,5,5,0,1,0,0
85014209445_10155171540479446,#Amul Topical: 3D animated superhero film continues winning streak!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155171540479446/?type=3,2017-02-23 02:20:34,5320,40,176,5059,88,9,163,1,0,0
85014209445_10155169431599446,"#AmulRecipes: In 4 minutes learn the simple homemade recipe of #MutterPaneerKulcha - https://goo.gl/GAHzgw

Check out over 40 Amul Recipes in a language of your choice
English 
Hindi 
Marathi 
Gujarati 
Bengali 
Oriya
Assamese
Tamil 
Telugu
Kannada
Malayalam
on https://www.youtube.com/user/amultv/playlists",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155169431599446/?type=3,2017-02-22 08:16:47,894,13,36,883,8,2,0,0,1,0
85014209445_10155166042964446,"#Amul Topical: Stokes, highest foreign purchase in any IPL",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155166042964446/?type=3,2017-02-21 05:02:27,7001,39,180,6735,55,9,201,1,0,0
85014209445_10155148787689446,#Amul Topical: 104 satellites deployed together!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155148787689446/?type=3,2017-02-16 07:26:13,16492,48,813,15771,554,109,56,1,1,0
85014209445_10155144454154446,#Amul Topical: Political drama unfolds!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155144454154446/?type=3,2017-02-15 08:51:59,10330,79,701,9335,77,15,849,40,14,0
85014209445_10155143807369446,#Amul Topical: British singer sweeps Grammys!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155143807369446/?type=3,2017-02-15 02:22:01,2585,16,136,2463,77,5,40,0,0,0
85014209445_10155140310209446,#Amul Topical: Tussle at leading Information Technology company!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155140310209446/?type=3,2017-02-14 00:19:08,3717,10,142,3563,31,4,118,1,0,0
85014209445_10155140300574446,"This Valentine’s Day, make hearts warmer with the taste of #Amul #Chocolates.",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155140300574446/?type=3,2017-02-14 00:12:15,2363,38,78,2286,71,3,3,0,0,0
85014209445_10155129453224446,#Amul Topical: Trees being axed for Mumbai metro.,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155129453224446/?type=3,2017-02-10 07:38:37,6325,30,484,5897,86,8,15,287,32,0
85014209445_10155119671774446,#Amul Topical: U.S. President’s new visa diktat!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155119671774446/?type=3,2017-02-06 23:40:57,5627,27,253,5134,26,7,455,2,3,0
85014209445_10155108282699446,#Amul Topical: Indian Chinese co-production ‘Kung Fu Yoga’!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155108282699446/?type=3,2017-02-03 08:00:09,6192,27,209,5967,65,9,150,0,1,0
85014209445_10155101977074446,#Amul Topical: Mob fury unleashed on films sets and director!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155101977074446/?type=3,2017-02-01 07:46:52,7328,33,227,7025,57,6,235,2,3,0
85014209445_10155098325544446,#Amul Topical: U.S. President’s ban on immigrants.,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155098325544446/?type=3,2017-01-31 04:19:54,5161,23,229,4886,38,4,228,1,4,0
85014209445_10155097971594446,#Amul Topical : Swiss beats Spaniard in historic Slam final!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155097971594446/?type=3,2017-01-31 02:00:27,7404,38,464,7022,278,14,88,1,1,0
85014209445_10155086131219446,#Amul Topical: Bolt stripped off Beijing relay gold!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155086131219446/?type=3,2017-01-27 06:55:33,3369,18,124,3233,20,10,54,49,3,0
85014209445_10155082516744446,#Celebrate the spirit of Republic with the goodness of #Amul,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155082516744446/?type=3,2017-01-26 00:39:51,2137,15,168,2059,63,14,1,0,0,0
85014209445_10155079879594446,#Amul Topical: Bureaucrats vs club!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155079879594446/?type=3,2017-01-25 08:16:43,4305,13,127,4212,14,5,73,0,1,0
85014209445_10155074965114446,#Amul Topical: New political alliance in U.P.,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155074965114446/?type=3,2017-01-24 06:00:21,7113,51,350,6555,26,25,504,0,3,0
85014209445_10155073833544446,#Amul Topical: Women Vs Trump!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155073833544446/?type=3,2017-01-24 00:16:18,4360,26,148,4148,47,4,157,1,3,0
85014209445_10155058898769446,#Amul Topical: Protests against ban on bull taming sport!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155058898769446/?type=3,2017-01-20 07:23:46,15906,94,1057,15135,318,23,414,2,14,0
85014209445_10155053003439446,#Amul Topical: Online retailer sparks fresh outrage!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155053003439446/?type=3,2017-01-18 07:04:03,2934,15,179,2742,24,7,150,2,9,0
85014209445_10155049952719446,#Amul Topical: Leading corporate house appoints first non-Parsi chief!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155049952719446/?type=3,2017-01-17 05:46:45,4807,19,322,4596,59,13,139,0,0,0
85014209445_10155047037849446,#Amul Topical: Gujarat’s first Ranji Trophy triumph!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155047037849446/?type=3,2017-01-16 07:21:36,15578,42,353,15174,204,31,166,1,2,0
85014209445_10155039924954446,"Watch how #Amul Cheese is made on Amul Food Factory today, January 14 on Living Foodz at 7:30 PM.",,video,https://www.facebook.com/amul.coop/videos/10155039924954446/,2017-01-14 00:21:19,665,10,141,642,14,9,0,0,0,0
85014209445_10155037027379446,#Amul Topical: Bollywood star’s Hollywood debut!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155037027379446/?type=3,2017-01-13 05:04:52,11601,27,246,10921,132,16,529,2,1,0
85014209445_397308597269916,"Amul means ‘Priceless’ and over the last 70 years, Amul has been a part of many priceless memories created by each one of you. We Thank You for being a part of our Amul Story and making us a part of yours.

Watch Ms Mrinalini Sengupta share her story of starting an Amul Parlor and how she feels Amul as a blessing to her life. 

If you have an #AMULINMYLIFE story, then write it to us on our this page.",Amul In My Life - How I started a business of my own!,video,https://www.facebook.com/amul.coop/videos/397308597269916/,2017-01-12 00:38:05,329,10,62,313,16,0,0,0,0,0
85014209445_10155027986359446,#Amul Topical: Ms Streep’s passionate speech riles US Prezzie!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155027986359446/?type=3,2017-01-11 01:30:29,6784,42,290,6318,118,4,340,0,4,0
85014209445_10155024876269446,#Amul Topical: To Service charge or not in restaurants?,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155024876269446/?type=3,2017-01-10 00:33:52,5338,27,167,5169,40,8,121,0,0,0
85014209445_396068020727307,"Amul means ‘Priceless’ and over the last 70 years, Amul has been a part of many priceless memories created by each one of you. We Thank You for being a part of our Amul Story and making us a part of yours.

Watch as Mr S. Karthik share his memories of sharing Amul Ice Cream and how his bond with Amul and his friends stayed strong always. 

If you have an #AMULINMYLIFE story, then write it to us on our this page.",Amul In My Life - Some Friendships never change!,video,https://www.facebook.com/amul.coop/videos/396068020727307/,2017-01-09 05:45:28,304,19,59,297,7,0,0,0,0,0
85014209445_395168167483959,"Amul means ‘Priceless’ and over the last 70 years, Amul has been a part of many priceless memories created by each one of you. We Thank You for being a part of our Amul Story and making us a part of yours.

Watch Ms Skarma Dolma as she shares her Ladakhi tradition of drinking Gud Gud Tea made from Amul Butter, which is prepared especially during the blessing of new born child in Ladakh.

If you have an #AMULINMYLIFE story, then write it to us on our this page.",Amul In My Life - A unique blessing for a newborn in Ladakh!,video,https://www.facebook.com/amul.coop/videos/395168167483959/,2017-01-07 02:41:58,375,11,77,364,7,2,1,0,1,0
85014209445_10155015872589446,Coming Soon!,Amul Food Factory,video,https://www.facebook.com/amul.coop/videos/10155015872589446/,2017-01-07 00:43:31,1470,12,326,1399,45,24,0,0,2,0
85014209445_10155013840884446,"#Amul Topical: Tribute to one of India's finest thespians.

Follow all our Amul Topicals since 1976 through our Amul World App. Download it now!!!
Amul World on Google Play store: http://bit.ly/AmulWorld_Android
Amul World on iTunes: http://bit.ly/AmulWorld_iOS",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155013840884446/?type=3,2017-01-06 09:26:20,3164,19,320,2868,71,3,1,221,0,0
85014209445_10155013587709446,#Amul wishes Kapil Dev a very happy Birthday!,Photos from Amul's post,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155013586799446/?type=3,2017-01-06 07:25:15,2179,8,168,2099,55,10,15,0,0,0
85014209445_10155010872219446,"#Amul Topical: MSD steps down as ODI & T20 captain…

Follow all our Amul Topicals since 1976 through our Amul World App. Download it now!!!
Amul World on Google Play store: http://bit.ly/AmulWorld_Android
Amul World on iTunes: http://bit.ly/AmulWorld_iOS",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155010872219446/?type=3,2017-01-05 07:48:01,3287,12,271,3149,90,27,13,7,1,0
85014209445_10155010819959446,"Amul means ‘Priceless’ and over the last 70 years, Amul has been a part of many priceless memories created by each one of you. We Thank You for being a part of our Amul Story and making us a part of yours.

Lt. Karanveer Singh shared with us his story and we felt it would be right to share it with you.

If you have an #AMULINMYLIFE story, then write it to us on this post.",Amul In My Life - How Amul became a part of my family!,video,https://www.facebook.com/amul.coop/videos/10155010819959446/,2017-01-05 07:12:12,352,15,107,331,20,1,0,0,0,0
85014209445_10155007362109446,"#Amul Topical: BCCI bowled by SC!

Follow all our Amul Topicals since 1976 through our Amul World App. Download it now!!!
Amul World on Google Play store: http://bit.ly/AmulWorld_Android
Amul World on iTunes: http://bit.ly/AmulWorld_iOS",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155007362109446/?type=3,2017-01-04 04:06:01,3696,19,187,3384,18,3,288,2,1,0
85014209445_10155004177949446,"#Amul Topical : U.P’s first family’s saga continues!

Follow all our Amul Topicals since 1976 through our Amul World App. Download it now!!!
Amul World on Google Play store: http://bit.ly/AmulWorld_Android
Amul World on iTunes: http://bit.ly/AmulWorld_iOS",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155004177949446/?type=3,2017-01-03 00:35:31,3678,22,179,3480,16,2,180,0,0,0
85014209445_10155001665684446,#AmulCheeseSpread: Bring Italy home with our Spicy Garlic Cheese Spread.,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10155001665684446/?type=3,2017-01-02 04:52:31,292,6,9,283,9,0,0,0,0,0
85014209445_10154991179249446,"#Amul Topical: Anushka-Virat ..will they-won’t they?

Follow all our Amul Topicals since 1976 through our Amul World App. Download it now!!!
Amul World on Google Play store: http://bit.ly/AmulWorld_Android
Amul World on iTunes: http://bit.ly/AmulWorld_iOS",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154991179249446/?type=3,2016-12-30 07:26:11,1917,14,124,1781,42,7,86,0,1,0
85014209445_10154991080899446,#AmulCheeseSpread: It is the beginning of a new era! Try our Cheese Spread flavoured with Jeera.,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154991080899446/?type=3,2016-12-30 06:33:19,543,4,24,517,10,3,13,0,0,0
85014209445_10154987492949446,"It’s time to ring in the new year with some of the memorable moments of 2016. 
Tell us which is your favorite #Amul Topical by giving your vote on the Amul #UtterlyButterly Gallery here: http://www.amultopicalcontest.com

Vote & stand a chance to win the latest Amul Coffee Table Book.",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154987492949446/?type=3,2016-12-29 07:58:32,474,44,37,465,9,0,0,0,0,0
85014209445_10154983537594446,"#Amul Topical: Offensive twitterati target celebrities!

Follow all our Amul Topicals since 1976 through our Amul World App. Download it now!!!
Amul World on Google Play store: http://bit.ly/AmulWorld_Android
Amul World on iTunes: http://bit.ly/AmulWorld_iOS",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154983537594446/?type=3,2016-12-28 08:06:23,5781,28,283,5424,81,6,258,4,8,0
85014209445_10154983154229446,#AmulCheeseSpread: Original is always the best choice. You can never go wrong with our Yummy Plain Cheese Spread.,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154983154229446/?type=3,2016-12-28 05:09:13,206,3,8,199,7,0,0,0,0,0
85014209445_10154979498889446,#Amul Topical : 2016 the year many iconic musicians left us.,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154979498889446/?type=3,2016-12-27 06:35:02,2684,9,247,2408,36,1,1,237,1,0
85014209445_10154979416104446,#Amul wishes Salman Khan a very Happy Birthday.,Photos from Amul's post,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154979404294446/?type=3,2016-12-27 05:54:49,2948,20,234,2772,94,9,73,0,0,0
85014209445_10154975811349446,#Amul Topical : Tribute to revered pop icon.,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154975811349446/?type=3,2016-12-26 06:21:28,10028,40,427,9326,107,5,6,584,0,0
85014209445_10154975779354446,#AmulCheeseSpread: Our CREAMI Cheese Spread is so smooth it is almost unreal!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154975779354446/?type=3,2016-12-26 06:05:36,321,5,17,316,5,0,0,0,0,0
85014209445_10154965363024446,#Amul Topical : Bollywood’s new biographical sports drama!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154965363024446/?type=3,2016-12-23 10:58:51,3562,12,300,3413,85,13,49,0,2,0
85014209445_10154965003404446,Festive Season delight: Try Amul Gouda Cheese to make your Christmas and New Year festivities even more tempting and delicious. Now you can click & purchase online right now,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154965003404446/?type=3,2016-12-23 09:20:12,196,7,13,193,3,0,0,0,0,0
85014209445_10154964905314446,#AmulCheeseSpread: Experience a Tropical Holiday with our Tropical Fruit Cheese Spread.,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154964905314446/?type=3,2016-12-23 08:42:52,169,4,6,165,4,0,0,0,0,0
85014209445_10154964765634446,"Use Amul Diced Mozzarella Cheese & Amul Diced Cheddar Cheese to make world-class Pizzas in your Pizza restaurants and Fast-food joints to delight your customers. You can also use it to make high quality pizzas at home, to make your family happy. Watch the video to see demo.  Click here to buy now-http://bit.ly/2ik0Bhv",,video,https://www.facebook.com/amul.coop/videos/10154964765634446/,2016-12-23 08:01:19,287,6,55,279,6,2,0,0,0,0
85014209445_10154958542234446,#Amul Topical : Flip- flops on policies.,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154958542234446/?type=3,2016-12-21 07:56:28,12498,68,1914,11060,110,10,1306,2,10,0
85014209445_10154958457589446,#AmulCheeseSpread: It’s getting hot in this cheese spread! Pepper up your life with our Punchy Pepper Cheese Spread.,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154958457589446/?type=3,2016-12-21 07:07:10,169,3,6,165,3,0,0,0,1,0
85014209445_10154955474574446,#Amul Topical :  Nair joins the 300 club!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154955474574446/?type=3,2016-12-20 08:25:01,10731,30,392,10310,209,23,188,0,1,0
85014209445_10154945208689446,#AmulCheeseSpread: We’ve blended your favourite aromatic herb with our Pickle Cheese Spread.,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154945208689446/?type=3,2016-12-17 00:43:52,720,8,21,703,9,8,0,0,0,0
85014209445_10154942629704446,#Amul Topical: Parliament winter session washout!,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154942629704446/?type=3,2016-12-16 07:38:21,4688,17,254,4433,28,5,155,46,21,0
85014209445_10154937655824446,#AmulCheeseSpread: Spice up your palette with our Red Chilli Flakes Cheese Spread.,Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154937655824446/?type=3,2016-12-15 00:32:46,1926,17,41,1892,16,17,1,0,0,0
85014209445_10154934792334446,"#Amul Topical: George Clooney heads to singledom!

Follow all our Amul Topicals since 1976 through our Amul World App. Download it now!!!
Amul World on Google Play store: http://bit.ly/AmulWorld_Android
Amul World on iTunes: http://bit.ly/AmulWorld_iOS",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154934792334446/?type=3,2016-12-14 07:47:44,2344,7,92,2230,17,2,93,2,0,0
85014209445_10154928811024446,"#Amul Topical: Unsporting remark by England bowler about India captain!

Follow all our Amul Topicals since 1976 through our Amul World App. Download it now!!!
Amul World on Google Play store: http://bit.ly/AmulWorld_Android
Amul World on iTunes: http://bit.ly/AmulWorld_iOS",Timeline Photos,photo,https://www.facebook.com/amul.coop/photos/a.10150249944859446.342652.85014209445/10154928811024446/?type=3,2016-12-13 05:31:05,5045,21,278,4517,66,5,456,0,1,0
